ct_gutterrunners_cove_2;Gutter Runners Cove;;;;;;;;;;;;;
ct_gutterrunners_cove_3;Gutter Runners Big Cove;;;;;;;;;;;;;
ct_gutterrunners_cove_4;Gutter Runners Big Shady Cove;;;;;;;;;;;;;
ct_gutterrunners_cove_5;Gutter Runners Big Shady Sneaky Cove;;;;;;;;;;;;;
ct_gutterrunners_cove_6;Gutter Runners Big Shady Super-Sneaky Cove;;;;;;;;;;;;;
ct_gutterrunners_cove_desc;Gutter Runners are the smartest most cunning killers of the powerful Clan Eshin, short-short of the sneaky-smart Assassins, of course! They need a dark-dark place-nest to best hone their skill-skills and be of use to you, o Great Leader!;;;;;;;;;;;;;
ct_plaguecenser_chasm_1;Plague Censer Tiny Pool;;;;;;;;;;;;;
ct_plaguecenser_chasm_2;Plague Censer Pool;;;;;;;;;;;;;
ct_plaguecenser_chasm_3;Plague Censer Big Pool;;;;;;;;;;;;;
ct_plaguecenser_chasm_4;Plague Censer Chasm;;;;;;;;;;;;;
ct_plaguecenser_chasm_5;Plague Censer Great Chasm;;;;;;;;;;;;;
ct_plaguecenser_chasm_6;Plague Censer Great Stinky Chasm;;;;;;;;;;;;;
ct_plaguecenser_chasm_desc;The bearers of the most precious gifts of decay of the most holy Horned Rat dwell here to hide-wrap them in their spinning maces, then they charge and spread them upon the enemies of the Skaven Underempire!;;;;;;;;;;;;;
ct_rat_ogre_pen_1;Rat Ogre Pen;;;;;;;;;;;;;
ct_rat_ogre_pen_2;Large Rat Ogre Pen;;;;;;;;;;;;;
ct_rat_ogre_pen_3;Larger Rat Ogre Pen;;;;;;;;;;;;;
ct_rat_ogre_pen_4;Largest Rat Ogre Pen;;;;;;;;;;;;;
ct_rat_ogre_pen_5;Great Rat Ogre Breeding Pit;;;;;;;;;;;;;
ct_rat_ogre_pen_6;Greatest Rat Ogre Breeding Pit;;;;;;;;;;;;;
ct_rat_ogre_pen_desc;The most vicious and greatly-well marketed bioengineering creation of the wisest Master Moulders lie here, awaiting for your commands, Great General! Under your smartest guide, the Rat Ogres shall bring fear-pain to the pitiful armies of the manthings and such-such!;;;;;;;;;;;;;
ct_globadiers_chem_den_1;Globadiers Chem Den;;;;;;;;;;;;;
ct_globadiers_chem_den_2;Globadiers Extended Chem Den;;;;;;;;;;;;;
ct_globadiers_chem_den_3;Globadiers Chem Factory;;;;;;;;;;;;;
ct_globadiers_chem_den_4;Globadiers Large Chem Factory;;;;;;;;;;;;;
ct_globadiers_chem_den_5;Globadiers Larger Chem Factory;;;;;;;;;;;;;
ct_globadiers_chem_den_6;Globadiers Toxic Super-industrial Compound;;;;;;;;;;;;;
ct_globadiers_chem_den_desc;The Poisoned Wind Globadiers need a lot of chemicals and much work-work to create their deadly Skryre-approved weapons. Once ready, they shall rain unescapable death-death upon your wretched and stupid enemies, o Great Leader! Better yet-yet if they are stupid dwarfthings, holed up and choking in their own filthy tunnel-nests!;;;;;;;;;;;;;
ct_jezzail_polygon_den_1;Jezzail Shooting-Place;;;;;;;;;;;;;
ct_jezzail_polygon_den_2;Jezzail Wide Shooting-Place;;;;;;;;;;;;;
ct_jezzail_polygon_den_3;Jezzail Polygon;;;;;;;;;;;;;
ct_jezzail_polygon_den_4;Jezzail Wide-Range Polygon;;;;;;;;;;;;;
ct_jezzail_polygon_den_desc;It takes sometime to get jezzails in place, but when they do-do, they can shoot-kill anything on their way from much farther than anything else, so you can keep them as behind as yourself, most bravest Commander!;;;;;;;;;;;;;
tp_doom_bell_1;Doom Bell;;;;;;;;;;;;;
tp_doom_bell_2;Dreaded Doom Bell;;;;;;;;;;;;;
tp_doom_bell_desc;The bell rings-rings! And with its sacred and creepy sound, it brings forth the coming age of the triumphant Skaven! The Horned Rat is with us! Charge-charge kill-kill!;;;;;;;;;;;;;
tp_pestilential_shrine_1;Pestilential Shrine;;;;;;;;;;;;;
tp_pestilential_shrine_2;Boiling Pestilential Shrine;;;;;;;;;;;;;
tp_pestilential_shrine_desc;The Lord of Decays have brought forth gifts of every kind-kind for all those who truly know the nature of the Horned Rat. In this boiling cauldron of plagues, we shall worship-serve our great and only master!;;;;;;;;;;;;;
tp_triangle_toll_1;Triangle Toll;;;;;;;;;;;;;
tp_triangle_toll_2;Many Triangle Tolls;;;;;;;;;;;;;
tp_triangle_toll_3;Many More Triangle Tolls;;;;;;;;;;;;;
tp_triangle_toll_4;Triangle Toll Stream;;;;;;;;;;;;;
tp_triangle_toll_5;Triangle Toll Endless Stream;;;;;;;;;;;;;
tp_triangle_toll_6;Triangle Toll Endless Swarm;;;;;;;;;;;;;
tp_triangle_toll_7;Many Triangle Tolls Endless Swarms;;;;;;;;;;;;;
tp_triangle_toll_8;Many More Triangle Tolls Endless Swarms;;;;;;;;;;;;;
tp_triangle_toll_desc;Triangles, Triangles! Pay the toll to the Horned Rat, draw and build-make more triangles to honor his dreaded name-name! TRIANGLES!!;;;;;;;;;;;;;
ca_skryre_lab_1;Skryre Laboratory;;;;;;;;;;;;;
ca_skryre_lab_1_desc;The greatest minds of the most ingenious warlock-engineers of the exalted Clan Skryre will make good use-work of this great and sparkly laboratory to build new and terrible warmachines for you to employ, o Great Leader!;;;;;;;;;;;;;
ca_skryre_lab_2;Skryre Crazy-Big Laboratory;;;;;;;;;;;;;
ca_skryre_lab_2_desc;The greatest minds of the most ingenious warlock-engineers of the exalted Clan Skryre will make good use-work of this great and sparkly laboratory to build new and terrible warmachines for you to employ, o Great Leader!;;;;;;;;;;;;;
ca_moulder_pit_1;Moulder Pit;;;;;;;;;;;;;
ca_moulder_pit_1_desc;In the genetic-engineering pits of interbreeding are the wondrous pools from which our great and cunning Master Moulders will create new twisted horrors to unleash upon your enemies, o Great Leader!;;;;;;;;;;;;;
ca_moulder_pit_2;Bottomless Moulder Pit;;;;;;;;;;;;;
ca_moulder_pit_2_desc;In the genetic-engineering pits of interbreeding are the wondrous pools from which our great and cunning Master Moulders will create new twisted horrors to unleash upon your enemies, o Great Leader!;;;;;;;;;;;;;
ca_pestilens_cathedral_1;Pestilential Cathedral;;;;;;;;;;;;;
ca_pestilens_cathedral_1_desc;In this hallowed grounds the Horned Rat has blessed the very rocks with his venefic presence. We've thus built a great temple in his honor, hosting many plague monks and verminlords to appease his neverending hunger for ruin and devastation!;;;;;;;;;;;;;
ca_pestilens_cathedral_2;Great Pestilential Cathedral;;;;;;;;;;;;;
ca_pestilens_cathedral_2_desc;In this hallowed grounds the Horned Rat has blessed the very rocks with his venefic presence. We've thus built a great temple in his honor, hosting many plague monks and verminlords to appease his neverending hunger for ruin and devastation!;;;;;;;;;;;;;
ca_assassin_academy_1;Assassins' Academy;;;;;;;;;;;;;
ca_assassin_academy_1_desc;The sneakiest and most cunning Assassins are trained here-here, searching for new and most inventive ways of maim-killing surface-dwelling things-things, yes-yes! Within these halls-halls, new murderlords will be born, to be employed under your exquisite services, o mighty leader!;;;;;;;;;;;;;
ca_assassin_academy_2;Shadowy Assassins' Academy;;;;;;;;;;;;;
ca_assassin_academy_2_desc;The sneakiest and most cunning Assassins are trained here-here, searching for new and most inventive ways of maim-killing surface-dwelling things-things, yes-yes! Within these halls-halls, new murderlords will be born, to be employed under your exquisite services, o mighty leader!;;;;;;;;;;;;;
ca_leader_statue_1;The Leader's Statue;;;;;;;;;;;;;
ca_leader_statue_desc;Oh, Most Magnificent and Exalted, Cunning and Powerful, Smartest and Handsomest Skaven of all times, this great and prestigious monument honors you and you alone, in all your Great-Greatness!;;;;;;;;;;;;;
ca_slave_market_1;Slave Market-Pits;;;;;;;;;;;;;
ca_slave_market_desc;Dig a hole and fill it with slave-slaves, you worthless minions! Yes-yes, slaves are pitiful, but in big stocks are worth something to the Moulders and Warlock-Engineers, to fuel their machinery and serve as experiment-fodder, great money and warpstone for you, yes-yes!;;;;;;;;;;;;;
ca_fighting_pits_1;Fighting Pits;;;;;;;;;;;;;
ca_fighting_pits_desc;Put our great biogenetical monstrosities into a pit fight, yes-yes! The winner comes out even stronger, fact-fact! More ready-fierce to fight-fight for you, Great Leader!;;;;;;;;;;;;;
ca_squittophone_1;Squittophone;;;;;;;;;;;;;
ca_squittophone_desc;Skaven are the race of the future! Does any surface thing know-know how to harness the power of warpstone to make Skaven talk from afar at the cost of only a few stupid-dead slave-slaves? Of course not!;;;;;;;;;;;;;
ca_warproads_1;Warproads;;;;;;;;;;;;;
ca_warproads_desc;Choo-choo-choo! The great minds of Clan Skryre need no horse-thing or gyro-thing or tunnel-digger to move fastest and quickest than any surface thing! They can build long metal rails, to connect all the Underempire and make-lead huge armies of Clanrats through it in moments, flashing with their proof-patented warptrains!;;;;;;;;;;;;;
ct_extended_breeding_pits_3;Better Extended Breeding Pits-Pits;;;;;;;;;;;;;
ca_stormdrilling_grounds_1;Stormdrilling Grounds;;;;;;;;;;;;;
ca_stormdrilling_grounds_desc;We-we know how to proper train some black Skaven to be vicious and cunning and smart and stuff!;;;;;;;;;;;;;
ca_stormdrilling_grounds_2;Extended Stormdrilling Grounds;;;;;;;;;;;;;
ca_stormdrilling_grounds_3;Overextended Stormdrilling Grounds;;;;;;;;;;;;;
ca_stormdrilling_grounds_4;Overextended Stormdrilling Wargrounds;;;;;;;;;;;;;
ca_festering_sanctuary_1;Festering Sanctuary;;;;;;;;;;;;;
ca_festering_sanctuary_desc;A place to find-seek new gifts of the Horned Rat, spread the plagues, cripple-kill manthings above!;;;;;;;;;;;;;
ca_festering_sanctuary_2;Large Festering Sanctuary;;;;;;;;;;;;;
ca_festering_sanctuary_3;Larger Festering Sanctuary;;;;;;;;;;;;;
ca_festering_sanctuary_4;Endless Festering Fields;;;;;;;;;;;;;
ca_poison_factory_1;Poison Factory;;;;;;;;;;;;;
ca_poison_factory_desc;A great place to concoct and mix-mix new philters and poisons for all of an assassins precious needs-needs.;;;;;;;;;;;;;
ca_poison_factory_2;Big Poison Factory;;;;;;;;;;;;;
ca_poison_factory_3;Specialized Poison Factory;;;;;;;;;;;;;
ca_poison_factory_4;Sneaky Specialized Poison Factory;;;;;;;;;;;;;
ca_interbreeding_laboratory_1;Interbreeding Laboratory;;;;;;;;;;;;;
ca_interbreeding_laboratory_desc;New mixes to be tested, new breeds to spawn into existance, for the glory of Clan Moulder!;;;;;;;;;;;;;
ca_interbreeding_laboratory_2;Dedicated Interbreeding Laboratory;;;;;;;;;;;;;
ca_interbreeding_laboratory_3;Keen Dedicated Interbreeding Laboratory;;;;;;;;;;;;;
ca_interbreeding_laboratory_4;Monstrous Dedicated Interbreeding Laboratory;;;;;;;;;;;;;
ca_warp_refinery_1;Warp Refinery;;;;;;;;;;;;;
ca_warp_refinery_desc;Distill the purestest warpstone, fill big guns with it and destroy your enemies, yes-yes! The Clan Skryre must be given space to test and refine the most precious mineral of all world.;;;;;;;;;;;;;
ca_warp_refinery_2;Great Warp Refinery;;;;;;;;;;;;;
ca_warp_refinery_3;Greater Warp Refinery;;;;;;;;;;;;;
ca_warp_refinery_4;Greatest Warp Refinery;;;;;;;;;;;;;
ca_warpmine_1;Small Warpmine;;;;;;;;;;;;;
ca_warpmine_1_desc;A tiny hole to fill with slaves and squeeze warpstone from.;;;;;;;;;;;;;
ca_warpmine_2;Modest Warpmine;;;;;;;;;;;;;
ca_warpmine_2_desc;More tunnels, more slaves, but this mine is still barely fulfilling your greatest needs, o Mighty Leader!;;;;;;;;;;;;;
ca_warpmine_3;Large Warpmine;;;;;;;;;;;;;
ca_warpmine_3_desc;This warpmine doesn't just have useless slaves to work in, it has the great and excellent machines!;;;;;;;;;;;;;
ca_warpmine_4;Deep Warpmine;;;;;;;;;;;;;
ca_warpmine_4_desc;This mine has been dug deeper and deeper, the tunnels reinforced and extended to squeeze as much warpstone as possible.;;;;;;;;;;;;;
ca_warpmine_5;Very Deep Warpmine;;;;;;;;;;;;;
ca_warpmine_5_desc;Many slaves die each day in the dark abysses of this warpmine, but the results are more than worth it!;;;;;;;;;;;;;
ca_warpmine_6;Abyssal Warpmine;;;;;;;;;;;;;
ca_warpmine_6_desc;Countless slaves die each day in the dark abysses of this warpmine and plenty of machines twist and melt under the changing forces of the precious mineral, but the results are more than worth it!;;;;;;;;;;;;;
tr_ogretrade_1;Ogre Toll Station;;;;;;;;x
tr_ogretrade_2;Ogre Maneater Station;;;;;;;;x
tr_ogretrade_1_desc;The wiser among Ogre Tyrants realised that while hunting and eating trade caravans can be profitable, a much better long-term solution is to tax them. Traders pay a toll for safety and live, Tyrants get more wealth. Everyone is happy. In addition, traders do bring valuable technology, which can lead to more wealth.;;;;;;;;x
tr_ogretrade_2_desc;Maneaters are ogres who have spent a reasonable part of their lives as mercenaries in the armies of the weaker humans. Those that come back are most valuable to a Tyrant, as they bring with them vast combat experience and represent the pinnacle of "tactical expertise" among ogres. As they maneaters are more "civilised" than other ogres, visiting traders will find negotiations easier. Being great caravan guards, they make trade more profitable on the whole trade route.;;;;;;;;x
tr_caravan_guard_1;Caravan Guard;;;;;;;;;;;;;x
tr_caravan_guard_2;Caravan Guard;;;;;;;;;;;;;x
tr_caravan_guard_1_desc;A mobile garrison accompanies the caravans from this outpost on their journey through Araby.;;;;;;;;;x
tr_slavepens_1;Slave Pens;;;;;;;;;;;;;x
tr_slavepens_2;Slave Pens;;;;;;;;;;;;;x
tr_slavepens_3;Slave Pens;;;;;;;;;;;;;x
tr_slavepens_1_desc;Here, slaves are corraled into various stocks and pens, awaiting their fates, whether it be to die toiling in mines, dying in battle, or worse yet, becoming another plaything for their new Druchii masters.;;;;;;;;;x
tr_mines_1;Slave Mines;;;;;;;;;;;;;x
tr_mines_2;Slave Mines;;;;;;;;;;;;;x
tr_mines_3;Slave Mines;;;;;;;;;;;;;x
tr_mines_1_desc;Here the slaves of Naggarond toil in the mines. They provide essential labor for their Druchii masters, extracting the resources they need to build their grand cities and temples.;;;;;;;;;x
tr_fields_1;Slave Fields;;;;;;;;;;;;;x
tr_fields_2;Slave Fields;;;;;;;;;;;;;x
tr_fields_3;Slave Fields;;;;;;;;;;;;;x
tr_fields_1_desc;Here the slaves of Naggarond toil in the fields. They provide essential labor for their Druchii masters, harvesting the food they need to survive.;;;;;;;;;x
tr_slaveport_1;Slave Wharf;;;;;;;;;;;;;x
tr_slaveport_2;Slave Harbour;;;;;;;;;;;;;x
tr_slaveport_3;Slave Port;;;;;;;;;;;;;x
tr_slaveport_1_desc;Home to the Black Ark Corsairs, these ports are bustling with trade, but most of the trade that does go on is between slavers and their products.;;;;;;;;;x
tr_ritual_totems_1;Ritual Totems;;;;;;;;;;;;;x
tr_ritual_totems_2;Ritual Totems;;;;;;;;;;;;;x
tr_ritual_totems_3;Ritual Totems;;;;;;;;;;;;;x
tr_ritual_totems_1_desc;The magic of the old ones permeate the jungles of Lustria. The hidden trails of the lizardmen are marked by totems of this ancient power.;;;;;;;;;x
tr_guild_keep_1;Guild Keep;;;;;;;;;;;;;x
tr_guild_keep_2;Guild Stronghold;;;;;;;;;;;;;x
tr_guild_keep_3;Guild Fortress;;;;;;;;;;;;;x
tr_guild_keep_1_desc;A garrison of veteran warriors keep vigilance over the gates to the underway and the surrounding area. While small bands of scouts patrol the tunnels of the deep road.;;;;;;;;;x
tr_whaling_village_1;Whaling Village;;;;;;;;;;;;;x
tr_whaling_village_1_desc;Norscan Whalers are not just typical hunters, they are also well-abled warriors. Since whaling is an important trade for Norsca, Whalers are respected even among the warriors due to the extreme dangers of the waters surronding Norsca. Swimming through the dark currents of the Sea of Claws are massive whales, many of which bear strange markings, and odd colouration, twisted and warped as they are by the power of Chaos. These monsters can capsize ships and swallow hundreds of men in a single gulp. Thus, Whalers must be made of sterner stuff than ordinary fishermen;;;;;;;;;x
#
# WARPSTONE MINE BUILDINGS
#
ct_blackstone_mine_1;Warpstone Mine;;;;;;;;;x
ct_blackstone_mine_2;Warpstone Mine;;;;;;;;;x
ca_blackstone_mine_1;Warpstone Mine;;;;;;;;;x
ca_blackstone_mine_2;Warpstone Mine;;;;;;;;;x
tp_blackstone_mine_1;Warpstone Mine;;;;;;;;;x
tp_blackstone_mine_2;Warpstone Mine;;;;;;;;;x
ca_blackstone_mine_desc;Warpstone Mine;;;;;;;;;x
#
# STRIGANY BUILDINGS
#
ca_tradehub_1;Trade Camps;;;;;;;;;x
ca_tradehub_2;Trade Camps;;;;;;;;;x
ca_tradehub_1_desc;Strigany are masters of the art of trade, and here is where it is done. If merchants and travellers don't come to the Strigany to trade, the Strigany will come to them.;;;;;;;;;x
ca_nomads_1;Strigany Nomads;;;;;;;;;x
ca_nomads_2;Strigany Nomads;;;;;;;;;x
ca_nomads_3;Strigany Nomads;;;;;;;;;x
ca_nomads_4;Strigany Nomads;;;;;;;;;x
ca_nomads_5;Strigany Nomads;;;;;;;;;x
ca_nomads_1_desc;These lands are vast, and mostly untouched by settled civilization. Perhaps we would encourage nomads to move into this province, and levy them into our army for future wars.;;;;;;;;;x
ca_strygan_keep_1;Strygan Fortress;;;;;;;;;x
ca_strygan_keep_2;Strygan Fortress;;;;;;;;;x
ca_strygan_keep_1_desc;The need to retain Strygos' independance and security means that Strygan fortresses are designed to house large amounts of soldiers and withstand severe punishment from beseiging armies.;;;;;;;;;x
ca_strygan_fortresscity_1;Fortress City;;;;;;;;;x
ca_strygan_fortresscity_1_desc;Strygan cities are fortresses in their own right. Built out of necessity, they are built to withstand everything from greenskin migrations to Bretonnian crusades. Even with the Badlands under the control of the greenskins, the ruins of old Strygos have endured to this day. We can replicate the masterworks of old Strygos and build these new fortress cities in our provinces, so that we may never fall again.;;;;;;;;;x
ca_strygan_battlements_1;Strygan Murder-Gates;;;;;;;;;x
ca_strygan_battlements_2;Strygan Murder-Gates;;;;;;;;;x
ca_strygan_battlements_1_desc;Strygans are masters of defense, and Strygan Murder-Gates are their magnum opus. Utilising a maze-like network of defensive walls and gates, Strygans are able to corral invaders through a gauntlet of withering fire from above while creating the impression that respite is just around the next corner. But it's not, boiling tar is.;;;;;;;;;x
#
# TILEAN UNIQUE BUILDINGS/WONDERS
#
wonder_luccini;The Acropolis of Luccini;;;;;;;;;x
wonder_luccini_desc;Luccini is the great city of Southern Tilea. According to legend, it was founded by the twins Lucan and Luccina and predates even Remas. (Serious scholars have yet to verify this boast.) Today, mighty armies of pikemen march under the Leopard banner of Luccini's princes and merchants flock to the city's markets. The city is also a religious center, with many temples standing atop the Acropolis at the city's heart. The greatest of Luccini's temples is the Theatre of Ravens, the domed heart of Morr's grim faith.;;;;;;;;;x
wonder_miragliano;Miragliano;;;;;;;;;x
wonder_miragliano_desc;One of the mightiest city-states of Tilea, Miragliano is constnatly assailed by the plagues and insidious ratmen coming from the Blighted Marshes to its west. In order to survive, the city has become highly fortified, especially in the years following the terrible Red Pox of 1812.;;;;;;;;;x
wonder_monte_castello;Monte Castello;;;;;;;;;x
wonder_monte_castello_desc;Built on the ruins of an ancient Elven citadel, strengthened by Dwarf masons, and manned by some of the toughest mercenaries in the Old World: Monte Castello is the most formidable fortress in Tilea.;;;;;;;;;x
wonder_pavona;Pavona;;;;;;;;;x
wonder_pavona_desc;Small but elegant, Pavona is famous for the many bridges which allow its privileged upper class to spend their lives literally above the common masses.;;;;;;;;;x
wonder_remas;Remas;;;;;;;;;x
wonder_remas_desc;If you ask one of the locals, Remas is the greatest and most ancient city in Tilea. That might not be entirely true, but it is an impressive place by anyone's account. Remas is home to a huge circular port, said to have been built when the city was still a High Elf trading post. Even in its dilapidated state, the port still houses a powerful fleet and bustles with commerce. The port is linked to the city herself by an enormous bridge, on which many businesses and fine palaces stand. Remas proper is laid out on a grand scale within a long circuit of defenses, and her citizens are rightly proud of their skill as pikemen.\n \nPerhaps even more striking than the city is the city within, the gigantic walled temple-fortress known as the Mount of Myrmidia. This state-within-a-state has its own guards, an army of templar knights, and vast political influence.;;;;;;;;;x
wonder_tobaro;Tobaro;;;;;;;;;x
wonder_tobaro_desc;Lying on a narrow plain between the Siren Sea and the Abasko Mountains, the city of Tobaro has a history of just hanging on. It saw off siege by the Arabyan armies of Jaffar, navigated intrigues by Crusaders who sought to convert the city into an enormous chapter-house, fought back the scurrying rat-men, and even elected a pig as Prince of the City. Tobaro can survive anything.;;;;;;;;;x
wonder_trantio;Trantio;;;;;;;;;x
wonder_trantio_desc;Trantio is a relative newcomer to the games of the Tilean Princes. For centuries it was a backwater, isolated from the main trade routes and only able to secure its independence from Remas and Miragliano by masterfully playing one off against the other. In more recent times the explorer Marco Colombo installed himself as Prince and wisely invested Lustrian treasure in the city.\n \nWhat next for Trantio?;;;;;;;;;x
wonder_verezzo;The Towers of Verezzo;;;;;;;;;x
wonder_verezzo_desc;Many prosperous cities outgrow their walls. In Verezzo's case, the solution has been to build up, rather than out, creating the tallest city in the realms of men. The towers of the Verezzan elite can be seen from miles around. Architects and engineers rarely want for work in this inventive city.;;;;;;;;;x
#
# TILEAN CASTLE
#
ca_tilean_ranged_barracks_1;Tilean Crossbowmen;;;;;;;;;x
ca_tilean_ranged_barracks_2;Tilean Crossbowmen;;;;;;;;;x
ca_tilean_ranged_barracks_3;Handgun and Crossbow;;;;;;;;;x
ca_tilean_ranged_barracks_4;Early Arquebusiers;;;;;;;;;x
ca_tilean_ranged_barracks_1_desc;Even after the old Dwarf Empire collapsed, Tilea's geography sheltered her people from Greenskin invasion for many centuries. Unlike the other human nations of the Old World, they had the time to develop their culture and craftsmanship before facing the Orcs and Goblins. So, when the WAAAGH! finally came across the Apucini Mountains, it broke on stout city walls and deadly crossbow bolts.;;;;;;;;;x
ca_tilean_ranged_barracks_2_desc;The handgun's tale in Tilea is a strange one. It arrived in the country fairly early, at first traded by Dwarfs and then manufactured by Tileans as early as the 19th century. However, Tilean pride in their superb crossbows made the country reluctant to take up gunpowder weapons. It took generations of careful craft before handgun workshops could really be considered artisans turning out quality weapons of war.;;;;;;;;;x
ca_tilean_ranged_barracks_3_desc;Clumsy handguns were always a marginal concern in Tilea. But the arquebus? That weapon could catch the imagination of Tilean Princes and generals alike. Small gunsmith concerns rapidly expanded and the white cloud of gunpowder smoke became the tell-tale sign of a Tilean force on the battlefield.;;;;;;;;;x
ca_tilean_pike_barracks_1;Pike and Shield Formations;;;;;;;;;x
ca_tilean_pike_barracks_2;Pike and Shield Formations;;;;;;;;;x
ca_tilean_pike_barracks_3;Pikeman Columns;;;;;;;;;x
ca_tilean_pike_barracks_4;Pikeman Columns;;;;;;;;;x
ca_tilean_pike_barracks_5;Pikeman Columns;;;;;;;;;x
ca_tilean_pike_barracks_6;Pikeman Columns;;;;;;;;;x
ca_tilean_pike_barracks_1_desc;The spear is the original weapon of all mankind, but it has special place in the lands devoted to Myrmidia. Early Tilean heavy foot formations featured blocks of spearmen with dedicated shield-bearers to protect them.;;;;;;;;;x
ca_tilean_pike_barracks_2_desc;Tilean tactics evolved to make the Pikemen - the "Picchieri" - the primary fighting arm. Shield-bearers were phased out in favor of longer pikes and heavier armour. The vulnerable flanks of deep pike formations were trusted to crossbowmen and handguners.;;;;;;;;;x
ca_tilean_cavaliere_1;Cavaliere Bodyguard;;;;;;;;;x
ca_tilean_cavaliere_2;Cavaliere Bodyguard;;;;;;;;;x
ca_tilean_cavaliere_3;Cavaliere Bodyguard;;;;;;;;;x
ca_tilean_cavaliere_4;Cavaliere Bodyguard;;;;;;;;;x
ca_tilean_cavaliere_5;Cavaliere Bodyguard;;;;;;;;;x
ca_tilean_cavaliere_6;Cavaliere Bodyguard;;;;;;;;;x
ca_tilean_cavaliere_1_desc;A Merchant-Prince's army is not entirely functional. The Prince must also inspire his people, convincing them that his rule is both powerful and just. The cavaliere - the "knight" in less civilized tongues - is the perfect way to symbolize a just Prince's rule. For this reason, most Merchant-Princes outfit bodyguards of cavaliere and some even sponsor their own knightly orders.;;;;;;;;;x
# CULTURE BUILDINGS #
ca_tilean_lucian_troops_1;Lawful Lucians;;;;;;;;;x
ca_tilean_lucian_troops_2;Lawful Lucians;;;;;;;;;x
ca_tilean_lucian_troops_3;Lawful Lucians;;;;;;;;;x
ca_tilean_lucian_troops_4;Lawful Lucians;;;;;;;;;x
ca_tilean_lucian_troops_1_desc;Most of Tilea is known for an independent character, suspicious of authority and proud of civic liberties. The south, by the standards of any other people, certainly shares those traits. According to their countrymen, however, Lucians are slavish bootlickers who would sooner march off a cliff than question their officers.\nBut everyone agrees that they're good pikemen.;;;;;;;;;x
ca_tilean_monte_castello_troops_1;Majestic Monte Castello;;;;;;;;;x
ca_tilean_monte_castello_troops_2;Majestic Monte Castello;;;;;;;;;x
ca_tilean_monte_castello_troops_3;Majestic Monte Castello;;;;;;;;;x
ca_tilean_monte_castello_troops_4;Majestic Monte Castello;;;;;;;;;x
ca_tilean_monte_castello_troops_desc;Monte Castello guards the coastal route from the Borderlands into Tilea. While orcish raids over the Apucinni Mountains are a constant nuisance, any serious invasion would have to take the southern route. For this reason, the Merchant-Princes of Tilea managed to cooperate and build Monte Castello as one of the finest fortresses in the Old World, and agree to collectively fund its garrison. Despite many determined sieges, the fortress has never fallen.\n\nCynical observers point to Monte Castello as a symbol of Tilea's wasted potential. If the city-states can accomplish so much the one time they worked together, think how much Tilea could have achieved as a nation-state!;;;;;;;;;x
ca_tilean_miraglian_troops_1;Masterful Miraglians;;;;;;;;;x
ca_tilean_miraglian_troops_2;Masterful Miraglians;;;;;;;;;x
ca_tilean_miraglian_troops_3;Masterful Miraglians;;;;;;;;;x
ca_tilean_miraglian_troops_4;Masterful Miraglians;;;;;;;;;x
ca_tilean_miraglian_troops_1_desc;For all of its many problems, the north of Tilea produces some of the country's finest craftsmen. While the Miraglian character downplays weaponcraft as a respectable, but hardly glorious craft, the region's crossbows are deadly works of art.;;;;;;;;;x
ca_tilean_miraglian_troops_2_desc;It took a genius to convince Miraglians to embrace the handgun, but once they did they never looked back. Leonardo's elegant prototypes were imitated, duplicated, and eventually improved upon.;;;;;;;;;x
ca_tilean_myken_troops_1;Militant Mykens;;;;;;;;;x
ca_tilean_myken_troops_2;Militant Mykens;;;;;;;;;x
ca_tilean_myken_troops_3;Militant Mykens;;;;;;;;;x
ca_tilean_myken_troops_4;Militant Mykens;;;;;;;;;x
ca_tilean_myken_troops_1_desc;After clearing their homeland of orcs, the Tileans pushed up the Black Penninsula and settled the west of the Borderlands. By 1100 IC, there was a thriving client kingdom of Luccini known as "Aegos". However, the greenskin menace reared its head again and Aegos was broken apart by raids and invasions. The people of the successor principalities, still as independent-minded as any Tilean, blame their homeland for this disaster and in times of trouble they rely on their "Stradiot" cavalrymen rather than aid from the Merchant Princes.;;;;;;;;;x
ca_tilean_reman_troops_1;Redoubtable Remans;;;;;;;;;x
ca_tilean_reman_troops_2;Redoubtable Remans;;;;;;;;;x
ca_tilean_reman_troops_3;Redoubtable Remans;;;;;;;;;x
ca_tilean_reman_troops_4;Redoubtable Remans;;;;;;;;;x
ca_tilean_reman_troops_1_desc;The long eastern coast of Tilea is wealthy, but far from decadent. Hostile sails offshore are a regular sight, and Arabyan or Sartosan pirates coming ashore are by far the mildest raiders. Generations of enduring sea raids has created a hardy, cunning peasantry. The Reman farmer knows when to stand and fight, when to flee for a walled city and when to burn his crops. His sons bring the same qualities to Reman pike columns.;;;;;;;;;x
ca_tilean_tobaran_troops_1;Tenacious Tobarans;;;;;;;;;x
ca_tilean_tobaran_troops_2;Tenacious Tobarans;;;;;;;;;x
ca_tilean_tobaran_troops_3;Tenacious Tobarans;;;;;;;;;x
ca_tilean_tobaran_troops_4;Tenacious Tobarans;;;;;;;;;x
ca_tilean_tobaran_troops_1_desc;Western Tilea is demanding country. The narrow strip of farming country between the mountains and the sea is average at best and rocky at worst. The seas are full of fish, pirates, and monsters. Upland pastures provide the best living in the region. Tobaran shepherds are famous for their skill with the sling, and even in an era of gunpowder that talent has meaning on the battlefield.;;;;;;;;;x
